row_idx,col_idx,log2ratio
5,14,-3
5,15,1
5,16,-2
5,17,-1
5,18,-1
5,19,-2
5,20,-2
5,21,0
5,22,0
5,23,-1
5,24,-2
5,25,-2
5,26,-2
5,27,-2
5,28,1
5,29,-1
5,30,-1
5,31,-3
5,32,0
5,33,1
5,34,-1
5,35,-1
5,36,0
5,37,-1
5,38,-1
5,39,0
5,40,-1
5,41,-2
5,42,-3
5,43,-2
5,44,0
5,45,-1
5,46,1
5,47,-1
6,1,-1
6,2,-2
6,3,-1
6,4,-1
6,5,-2
6,6,-1
6,7,-2
6,8,-1
6,9,-2
6,10,-2
6,11,-2
6,12,-1
6,13,-1
6,14,-2
6,15,1
6,16,-2
6,17,-2
6,18,-2
6,19,-2
6,20,-2
6,21,-1
6,22,1
6,23,-2
6,24,-2
6,25,-3
6,26,-2
6,27,-2
6,28,0
6,29,-1
6,30,-1
6,31,-3
6,32,1
6,33,1
6,34,-2
6,35,0
6,36,0
6,37,-1
6,38,-2
6,39,0
6,40,-1
6,41,-1
6,42,-4
6,43,-1
6,44,-1
6,45,0
6,46,1
6,47,-1
7,1,-1
7,2,-2
7,3,1
7,4,0
7,5,-1
7,6,0
7,7,-2
7,8,0
7,9,0
7,10,-1
7,11,0
7,12,0
7,13,1
7,14,0
7,15,0
7,16,-1
7,17,0
7,18,0
7,19,-1
7,20,0
7,21,0
7,22,-1
7,23,0
7,24,-1
7,25,-1
7,26,-1
7,27,-1
7,28,0
7,29,0
7,30,-1
7,31,-1
7,32,0
7,33,1
7,34,1
7,35,0
7,36,-1
7,37,0
7,38,0
7,39,0
7,40,0
7,41,0
7,42,-2
7,43,0
7,44,-1
7,45,0
7,46,1
7,47,0
8,1,-1
8,2,-1
8,3,0
8,4,0
8,5,-1
8,6,0
8,7,-1
8,8,0
8,9,-1
8,10,0
8,11,0
8,12,0
8,13,1
8,14,0
8,15,0
8,16,0
8,17,0
8,18,-1
8,19,0
8,20,-1
8,21,1
8,22,-1
8,23,0
8,24,-1
8,25,-1
8,26,0
8,27,0
8,28,1
8,29,-1
8,30,-1
8,31,0
8,32,-1
8,33,0
8,34,1
8,35,-1
8,36,-1
8,37,0
8,38,0
8,39,0
8,40,-1
8,41,-1
8,42,-2
8,43,0
8,44,0
8,45,0
8,46,0
8,47,-1
9,1,-1
9,2,-1
9,3,0
9,4,-1
9,5,-1
9,6,0
9,7,-2
9,8,-1
9,9,-1
9,10,0
9,11,-1
9,12,0
9,13,0
9,14,-1
9,15,1
9,16,-2
9,17,-2
9,18,-2
9,19,-1
9,20,0
9,21,0
9,22,0
9,23,-2
9,24,-1
9,25,-1
9,26,-2
9,27,-2
9,28,1
9,29,-1
9,30,-1
9,31,-2
9,32,0
9,33,1
9,34,0
9,35,0
9,36,0
9,37,-1
9,38,0
9,39,-1
9,40,-1
9,41,-1
9,42,-2
9,43,-1
9,44,0
9,45,-1
9,46,0
9,47,-1
10,1,-1
10,2,-2
10,3,0
10,4,-1
10,5,-1
10,6,0
10,7,-2
10,8,-1
10,9,-1
10,10,-1
10,11,-2
10,12,-1
10,13,0
10,14,-1
10,15,1
10,16,-2
10,17,-2
10,18,-2
10,19,-2
10,20,-2
10,21,0
10,22,1
10,23,-1
10,24,-2
10,25,-2
10,26,-2
10,27,-1
10,28,1
10,29,-1
10,30,-1
10,31,-2
10,32,2
10,33,1
10,34,-1
10,35,-1
10,36,0
10,37,-1
10,38,0
10,39,0
10,40,0
10,41,-1
10,42,-3
10,43,-1
10,44,1
10,45,0
10,46,2
10,47,0
11,1,-1
11,2,-1
11,3,2
11,4,1
11,5,0
11,6,0
11,7,-1
11,8,1
11,9,-1
11,10,1
11,11,0
11,12,1
11,13,1
11,14,0
11,15,0
11,16,1
11,17,0
11,18,1
11,19,-1
11,20,0
11,21,1
11,22,-1
11,23,0
11,24,-1
11,25,0
11,26,-1
11,27,0
11,28,0
11,29,0
11,30,-1
11,31,-1
11,32,0
11,33,0
11,34,0
11,35,-1
11,36,-1
11,37,1
11,38,0
11,39,-1
11,40,0
11,41,0
11,42,-3
11,43,-1
11,44,0
11,45,-1
11,46,0
11,47,0
12,1,0
12,2,-3
12,3,1
12,4,-1
12,5,-1
12,6,-1
12,7,-2
12,8,0
12,9,-2
12,10,-1
12,11,-1
12,12,0
12,13,0
12,14,-1
12,15,1
12,16,0
12,17,-2
12,18,-1
12,19,-2
12,20,-1
12,21,0
12,22,1
12,23,-1
12,24,-2
12,25,-1
12,26,-2
12,27,-1
12,28,1
12,29,-1
12,30,-1
12,31,-2
12,32,1
12,33,1
12,34,0
12,35,-1
12,36,-1
12,37,0
12,38,0
12,39,0
12,40,0
12,41,-1
12,42,-3
12,43,0
12,44,1
12,45,0
12,46,2
12,47,0
13,1,0
13,2,1
13,3,1
13,4,1
13,5,0
13,6,0
13,7,0
13,8,0
13,9,0
13,10,1
13,11,1
13,12,1
13,13,0
13,14,1
13,15,-1
13,16,2
13,17,1
13,18,0
13,19,0
13,20,0
13,21,0
13,22,-2
13,23,1
13,24,1
13,25,1
13,26,0
13,27,1
13,28,-1
13,29,0
13,30,-1
13,31,1
13,32,-2
13,33,-1
13,34,1
13,35,0
13,36,-1
13,37,0
13,38,0
13,39,-1
13,40,0
13,41,0
13,42,1
13,43,-1
13,44,-1
13,45,0
13,46,-2
13,47,1
14,1,0
14,2,-3
14,3,-1
14,4,-2
14,5,-2
14,6,-1
14,7,-2
14,8,-1
14,9,-3
14,10,-2
14,11,-2
14,12,-1
14,13,0
14,14,-2
14,15,2
14,16,-2
14,17,-3
14,18,-2
14,19,-3
14,20,-2
14,21,-1
14,22,2
14,23,-1
14,24,-3
14,25,-2
14,26,-2
14,27,-2
14,28,2
14,29,-2
14,30,-1
14,31,-2
14,32,2
14,33,1
14,34,-2
14,35,-1
14,36,-1
14,37,-1
14,38,-1
14,39,1
14,40,0
14,41,-1
14,42,-3
14,43,0
14,44,0
14,45,0
14,46,2
14,47,-1
15,1,-1
15,2,-2
15,3,1
15,4,0
15,5,-1
15,6,-1
15,7,-2
15,8,0
15,9,-1
15,10,1
15,11,-1
15,12,1
15,13,0
15,14,-1
15,15,1
15,16,-1
15,17,-1
15,18,-1
15,19,-2
15,20,-1
15,21,0
15,22,0
15,23,-1
15,24,-3
15,25,-1
15,26,-1
15,27,-1
15,28,1
15,29,-1
15,30,-1
15,31,-2
15,32,0
15,33,0
15,34,-1
15,35,-1
15,36,0
15,37,0
15,38,1
15,39,0
15,40,0
15,41,-1
15,42,-3
15,43,0
15,44,0
15,45,-1
15,46,2
15,47,-1
16,1,0
16,2,0
16,3,1
16,4,1
16,5,0
16,6,0
16,7,0
16,8,1
16,9,0
16,10,2
16,11,1
16,12,1
16,13,0
16,14,1
16,15,-1
16,16,1
16,17,1
16,18,0
16,19,1
16,20,0
16,21,0
16,22,-2
16,23,0
16,24,1
16,25,1
16,26,0
16,27,1
16,28,-1
16,29,0
16,30,-1
16,31,1
16,32,-1
16,33,-1
16,34,1
16,35,-1
16,36,-2
16,37,0
16,38,1
16,39,0
16,40,0
16,41,0
16,42,-1
16,43,0
16,44,-1
16,45,0
16,46,0
16,47,0
17,1,-1
17,2,0
17,3,2
17,4,1
17,5,0
17,6,0
17,7,-1
17,8,0
17,9,-1
17,10,0
17,11,2
17,12,1
17,13,0
17,14,0
17,15,-2
17,16,1
17,17,1
17,18,1
17,19,0
17,20,0
17,21,1
17,22,-2
17,23,1
17,24,1
17,25,0
17,26,0
17,27,1
17,28,-2
17,29,0
17,30,-1
17,31,0
17,32,-2
17,33,-1
17,34,1
17,35,0
17,36,-1
17,37,0
17,38,-1
17,39,-1
17,40,0
17,41,0
17,42,0
17,43,-1
17,44,-1
17,45,0
17,46,-2
17,47,0
18,1,-1
18,2,1
18,3,0
18,4,1
18,5,0
18,6,0
18,7,1
18,8,1
18,9,1
18,10,1
18,11,0
18,12,0
18,13,-2
18,14,0
18,15,-3
18,16,1
18,17,1
18,18,1
18,19,1
18,20,1
18,21,-1
18,22,-2
18,23,1
18,24,1
18,25,1
18,26,1
18,27,1
18,28,-2
18,29,1
18,30,0
18,31,1
18,32,-2
18,33,-2
18,34,-1
18,35,-1
18,36,0
18,37,-1
18,38,0
18,39,-2
18,40,0
18,41,0
18,42,2
18,43,0
18,44,-1
18,45,0
18,46,-3
18,47,0
19,1,-1
19,2,1
19,3,0
19,4,0
19,5,0
19,6,0
19,7,1
19,8,-1
19,9,1
19,10,2
19,11,0
19,12,-1
19,13,-1
19,14,1
19,15,-1
19,16,2
19,17,0
19,18,0
19,19,-1
19,20,0
19,21,-1
19,22,-2
19,23,0
19,24,0
19,25,1
19,26,-1
19,27,-1
19,28,-1
19,29,1
19,30,0
19,31,1
19,32,-1
19,33,-1
19,34,1
19,35,-1
19,36,0
19,37,-1
19,38,0
19,39,-1
19,40,-1
19,41,0
19,42,0
19,43,0
19,44,-1
19,45,-1
19,46,-2
19,47,0
20,1,0
20,2,1
20,3,0
20,4,0
20,5,0
20,6,0
20,7,1
20,8,0
20,9,0
20,10,1
20,11,0
20,12,0
20,13,0
20,14,0
20,15,-1
20,16,0
20,17,0
20,18,0
20,19,0
20,20,-1
20,21,-1
20,22,-1
20,23,-1
20,24,0
20,25,0
20,26,1
20,27,0
20,28,-1
20,29,0
20,30,0
20,31,-1
20,32,-2
20,33,-2
20,34,0
20,35,0
20,36,0
20,37,0
20,38,-1
20,39,-1
20,40,-1
20,41,-1
20,42,0
20,43,0
20,44,-2
20,45,-1
20,46,-1
20,47,-1
21,1,-1
21,2,0
21,3,1
21,4,1
21,5,0
21,6,0
21,7,0
21,8,1
21,9,1
21,10,1
21,11,1
21,12,1
21,13,0
21,14,1
21,15,-1
21,16,2
21,17,2
21,18,0
21,19,0
21,20,0
21,21,0
21,22,-2
21,23,0
21,24,1
21,25,1
21,26,1
21,27,1
21,28,-1
21,29,0
21,30,0
21,31,1
21,32,-2
21,33,-1
21,34,1
21,35,-1
21,36,-1
21,37,0
21,38,0
21,39,-1
21,40,0
21,41,0
21,42,1
21,43,0
21,44,-1
21,45,-1
21,46,-1
21,47,1
22,1,0
22,2,1
22,3,1
22,4,2
22,5,0
22,6,0
22,7,1
22,8,1
22,9,1
22,10,1
22,11,1
22,12,1
22,13,-1
22,14,1
22,15,-2
22,16,2
22,17,2
22,18,1
22,19,1
22,20,1
22,21,1
22,22,-3
22,23,0
22,24,2
22,25,2
22,26,1
22,27,1
22,28,-2
22,29,0
22,30,0
22,31,1
22,32,-2
22,33,-2
22,34,2
22,35,-1
22,36,0
22,37,0
22,38,0
22,39,-1
22,40,0
22,41,1
22,42,2
22,43,0
22,44,0
22,45,0
22,46,-2
22,47,0
23,1,-1
23,2,-3
23,3,-1
23,4,-2
23,5,-2
23,6,-1
23,7,-3
23,8,-2
23,9,-3
23,10,-2
23,11,-2
23,12,-1
23,13,1
23,14,-1
23,15,2
23,16,-2
23,17,-2
23,18,-2
23,19,-2
23,20,-2
23,21,-1
23,22,1
23,23,-1
23,24,-3
23,25,-2
23,26,-2
23,27,-2
23,28,2
23,29,-2
23,30,-1
23,31,-2
23,32,1
23,33,1
23,34,-1
23,35,-1
23,36,-1
23,37,0
23,38,0
23,39,0
23,40,0
23,41,-1
23,42,-4
23,43,-1
23,44,0
23,45,0
23,46,3
23,47,-1
24,1,-1
24,2,-3
24,3,0
24,4,-2
24,5,-2
24,6,-1
24,7,-3
24,8,-1
24,9,-3
24,10,-2
24,11,-2
24,12,-1
24,13,0
24,14,-1
24,15,2
24,16,-2
24,17,-3
24,18,-2
24,19,-2
24,20,-2
24,21,-1
24,22,2
24,23,-1
24,24,-3
24,25,-2
24,26,-2
24,27,-1
24,28,2
24,29,-2
24,30,-2
24,31,-2
24,32,2
24,33,1
24,34,-1
24,35,-1
24,36,-1
24,37,-1
24,38,0
24,39,0
24,40,0
24,41,-1
24,42,-4
24,43,-1
24,44,0
24,45,1
24,46,3
24,47,-1
25,1,0
25,2,-3
25,3,0
25,4,-1
25,5,0
25,6,-1
25,7,-3
25,8,-1
25,9,-3
25,10,-1
25,11,-1
25,12,-1
25,13,1
25,14,-1
25,15,1
25,16,-1
25,17,-3
25,18,-2
25,19,-2
25,20,-2
25,21,-1
25,22,2
25,23,-1
25,24,-2
25,25,-2
25,26,-2
25,27,-1
25,28,1
25,29,-1
25,30,-2
25,31,-2
25,32,1
25,33,0
25,34,-1
25,35,-1
25,36,-2
25,37,-1
25,38,0
25,39,0
25,40,0
25,41,-1
25,42,-4
25,43,-1
25,44,0
25,45,1
25,46,2
25,47,-2
26,1,-1
26,2,-3
26,3,-1
26,4,-2
26,5,-2
26,6,-1
26,7,-3
26,8,-2
26,9,-3
26,10,-2
26,11,-2
26,12,-1
26,13,0
26,14,-2
26,15,2
26,16,-3
26,17,-2
26,18,-3
26,19,-2
26,20,-1
26,21,-1
26,22,2
26,23,-1
26,24,-3
26,25,-2
26,26,-2
26,27,-2
26,28,2
26,29,-2
26,30,-2
26,31,-2
26,32,2
26,33,1
26,34,-1
26,35,-1
26,36,-1
26,37,-1
26,38,0
26,39,0
26,40,0
26,41,-1
26,42,-4
26,43,-1
26,44,1
26,45,0
26,46,3
26,47,-1
27,1,-1
27,2,-3
27,3,0
27,4,-2
27,5,-2
27,6,-2
27,7,-3
27,8,-2
27,9,-3
27,10,-2
27,11,-2
27,12,-1
27,13,1
27,14,-2
27,15,2
27,16,-2
27,17,-2
27,18,-2
27,19,-3
27,20,-1
27,21,-1
27,22,1
27,23,-1
27,24,-3
27,25,-2
27,26,-2
27,27,-2
27,28,2
27,29,-2
27,30,-1
27,31,-2
27,32,2
27,33,1
27,34,-1
27,35,-1
27,36,-1
27,37,0
27,38,0
27,39,0
27,40,0
27,41,-1
27,42,-4
27,43,0
27,44,0
27,45,0
27,46,3
27,47,-2
28,1,-1
28,2,-3
28,3,0
28,4,-2
28,5,-1
28,6,-1
28,7,-2
28,8,-1
28,9,-2
28,10,-1
28,11,-2
28,12,0
28,13,1
28,14,-1
28,15,1
28,16,-1
28,17,-2
28,18,-1
28,19,-3
28,20,-1
28,21,-1
28,22,1
28,23,-1
28,24,-2
28,25,-1
28,26,-2
28,27,-2
28,28,1
28,29,-2
28,30,-1
28,31,-2
28,32,1
28,33,1
28,34,0
28,35,-1
28,36,-1
28,37,-1
28,38,0
28,39,0
28,40,0
28,41,-1
28,42,-3
28,43,0
28,44,0
28,45,0
28,46,2
28,47,-2
29,1,0
29,2,2
29,3,1
29,4,1
29,5,1
29,6,0
29,7,2
29,8,1
29,9,1
29,10,1
29,11,1
29,12,0
29,13,0
29,14,1
29,15,-3
29,16,2
29,17,2
29,18,1
29,19,2
29,20,1
29,21,0
29,22,-3
29,23,0
29,24,2
29,25,2
29,26,1
29,27,1
29,28,-3
29,29,0
29,30,0
29,31,2
29,32,-2
29,33,-2
29,34,1
29,35,0
29,36,-1
29,37,0
29,38,0
29,39,-2
29,40,-1
29,41,1
29,42,3
29,43,0
29,44,-1
29,45,-1
29,46,-3
29,47,1
30,1,0
30,2,2
30,3,1
30,4,1
30,5,1
30,6,0
30,7,1
30,8,1
30,9,2
30,10,1
30,11,2
30,12,1
30,13,-1
30,14,1
30,15,-3
30,16,2
30,17,2
30,18,1
30,19,1
30,20,1
30,21,1
30,22,-3
30,23,1
30,24,2
30,25,2
30,26,1
30,27,1
30,28,-3
30,29,0
30,30,0
30,31,2
30,32,-2
30,33,-2
30,34,2
30,35,0
30,36,-1
30,37,0
30,38,0
30,39,-1
30,40,-1
30,41,0
30,42,2
30,43,0
30,44,-1
30,45,-1
30,46,-3
30,47,1
31,1,-1
31,2,-3
31,3,-1
31,4,-2
31,5,-1
31,6,-1
31,7,-2
31,8,-1
31,9,-3
31,10,-2
31,11,-2
31,12,-1
31,13,1
31,14,-1
31,15,2
31,16,-2
31,17,-3
31,18,-2
31,19,-2
31,20,-2
31,21,-1
31,22,2
31,23,-2
31,24,-3
31,25,-3
31,26,-2
31,27,-2
31,28,2
31,29,-1
31,30,-2
31,31,-2
31,32,1
31,33,0
31,34,-1
31,35,-1
31,36,-1
31,37,-1
31,38,1
31,39,0
31,40,0
31,41,-1
31,42,-4
31,43,-1
31,44,1
31,45,1
31,46,3
31,47,-2
32,1,-1
32,2,-3
32,3,-1
32,4,-2
32,5,-2
32,6,-1
32,7,-3
32,8,-2
32,9,-3
32,10,-2
32,11,-2
32,12,-1
32,13,0
32,14,-2
32,15,2
32,16,-3
32,17,-3
32,18,-3
32,19,-2
32,20,-2
32,21,-1
32,22,2
32,23,-1
32,24,-3
32,25,-3
32,26,-2
32,27,-2
32,28,2
32,29,-2
32,30,-2
32,31,-2
32,32,2
32,33,1
32,34,-2
32,35,-1
32,36,-1
32,37,-1
32,38,0
32,39,0
32,40,0
32,41,-1
32,42,-4
32,43,-1
32,44,0
32,45,0
32,46,3
32,47,-2
33,1,-1
33,2,-3
33,3,-1
33,4,-2
33,5,-2
33,6,-1
33,7,-3
33,8,-2
33,9,-3
33,10,-2
33,11,-2
33,12,-2
33,13,1
33,14,-1
33,15,2
33,16,-2
33,17,-3
33,18,-2
33,19,-3
33,20,-2
33,21,-1
33,22,2
33,23,-1
33,24,-3
33,25,-3
33,26,-2
33,27,-1
33,28,2
33,29,-2
33,30,-2
33,31,-2
33,32,1
33,33,1
33,34,-2
33,35,-1
33,36,-1
33,37,-1
33,38,-1
33,39,1
33,40,0
33,41,-1
33,42,-4
33,43,-1
33,44,0
33,45,1
33,46,3
33,47,-1
34,1,-1
34,2,-3
34,3,-1
34,4,-2
34,5,-2
34,6,-1
34,7,-3
34,8,-2
34,9,-3
34,10,-2
34,11,-2
34,12,-2
34,13,0
34,14,-2
34,15,2
34,16,-3
34,17,-3
34,18,-2
34,19,-2
34,20,-2
34,21,-1
34,22,2
34,23,-1
34,24,-3
34,25,-2
34,26,-2
34,27,-2
34,28,2
34,29,-2
34,30,-2
34,31,-3
34,32,2
34,33,1
34,34,-2
34,35,-1
34,36,-1
34,37,-1
34,38,-1
34,39,1
34,40,0
34,41,-1
34,42,-4
34,43,-1
34,44,0
34,45,0
34,46,3
34,47,-1
35,1,0
35,2,-3
35,3,-1
35,4,-1
35,5,-2
35,6,0
35,7,-2
35,8,-1
35,9,-2
35,10,-1
35,11,0
35,12,-1
35,13,0
35,14,-1
35,15,1
35,16,-1
35,17,-2
35,18,-2
35,19,-2
35,20,-2
35,21,0
35,22,1
35,23,-1
35,24,-2
35,25,-3
35,26,-2
35,27,0
35,28,1
35,29,-2
35,30,-1
35,31,-1
35,32,0
35,33,2
35,34,-1
35,35,0
35,36,-1
35,37,-1
35,38,-1
35,39,0
35,40,0
35,41,-1
35,42,-3
35,43,-1
35,44,-1
35,45,0
35,46,1
35,47,0
36,1,-1
36,2,-3
36,3,-1
36,4,-2
36,5,-2
36,6,0
36,7,-2
36,8,-1
36,9,-2
36,10,-1
36,11,-2
36,12,-1
36,13,0
36,14,-2
36,15,1
36,16,-2
36,17,-2
36,18,-2
36,19,-2
36,20,-2
36,21,-1
36,22,1
36,23,-1
36,24,-2
36,25,-2
36,26,-2
36,27,-1
36,28,1
36,29,-1
36,30,-2
36,31,-2
36,32,1
36,33,0
36,34,-1
36,35,-1
36,36,0
36,37,-1
36,38,0
36,39,1
36,40,0
36,41,-1
36,42,-4
36,43,0
36,44,0
36,45,1
36,46,1
36,47,-1
37,1,-1
37,2,1
37,3,1
37,4,1
37,5,0
37,6,0
37,7,1
37,8,1
37,9,1
37,10,1
37,11,1
37,12,1
37,13,0
37,14,1
37,15,-2
37,16,2
37,17,2
37,18,1
37,19,0
37,20,0
37,21,1
37,22,-3
37,23,0
37,24,1
37,25,2
37,26,1
37,27,1
37,28,-1
37,29,0
37,30,0
37,31,2
37,32,-2
37,33,-1
37,34,2
37,35,0
37,36,-1
37,37,0
37,38,1
37,39,-1
37,40,0
37,41,0
37,42,1
37,43,0
37,44,0
37,45,0
37,46,-1
37,47,1
38,1,0
38,2,1
38,3,1
38,4,2
38,5,1
38,6,0
38,7,2
38,8,1
38,9,2
38,10,1
38,11,1
38,12,1
38,13,-1
38,14,1
38,15,-3
38,16,2
38,17,2
38,18,1
38,19,1
38,20,1
38,21,1
38,22,-3
38,23,0
38,24,2
38,25,2
38,26,1
38,27,1
38,28,-2
38,29,0
38,30,0
38,31,1
38,32,-2
38,33,-2
38,34,2
38,35,-1
38,36,0
38,37,0
38,38,1
38,39,-1
38,40,0
38,41,1
38,42,2
38,43,0
38,44,0
38,45,0
38,46,-2
38,47,1
39,1,-1
39,2,-3
39,3,0
39,4,-2
39,5,-2
39,6,-2
39,7,-3
39,8,-2
39,9,-3
39,10,-2
39,11,-2
39,12,-1
39,13,1
39,14,-2
39,15,2
39,16,-2
39,17,-3
39,18,-2
39,19,-3
39,20,-1
39,21,-1
39,22,1
39,23,-1
39,24,-3
39,25,-2
39,26,-2
39,27,-2
39,28,2
39,29,-2
39,30,-1
39,31,-2
39,32,2
39,33,1
39,34,-1
39,35,-1
39,36,-1
39,37,-1
39,38,0
39,39,0
39,40,0
39,41,-1
39,42,-4
39,43,0
39,44,0
39,45,0
39,46,3
39,47,-2
40,1,-1
40,2,-3
40,3,0
40,4,-2
40,5,-1
40,6,-1
40,7,-2
40,8,-1
40,9,-2
40,10,-1
40,11,-2
40,12,0
40,13,1
40,14,-1
40,15,2
40,16,-1
40,17,-3
40,18,-1
40,19,-3
40,20,-1
40,21,-1
40,22,1
40,23,-1
40,24,-2
40,25,-1
40,26,-2
40,27,-2
40,28,1
40,29,-2
40,30,-2
40,31,-2
40,32,1
40,33,1
40,34,-1
40,35,-1
40,36,0
40,37,-1
40,38,0
40,39,0
40,40,0
40,41,-1
40,42,-3
40,43,0
40,44,0
40,45,0
40,46,3
40,47,-2
41,1,0
41,2,2
41,3,1
41,4,1
41,5,1
41,6,0
41,7,2
41,8,1
41,9,1
41,10,1
41,11,1
41,12,0
41,13,0
41,14,1
41,15,-3
41,16,2
41,17,2
41,18,1
41,19,2
41,20,1
41,21,0
41,22,-3
41,23,0
41,24,2
41,25,2
41,26,1
41,27,1
41,28,-3
41,29,0
41,30,0
41,31,2
41,32,-2
41,33,-2
41,34,1
41,35,0
41,36,-1
41,37,0
41,38,0
41,39,-2
41,40,-1
41,41,1
41,42,3
41,43,0
41,44,-1
41,45,-1
41,46,-3
41,47,1
42,1,0
42,2,2
42,3,1
42,4,1
42,5,1
42,6,0
42,7,1
42,8,1
42,9,2
42,10,1
42,11,2
42,12,1
42,13,-1
42,14,1
42,15,-3
42,16,2
42,17,2
42,18,1
42,19,1
42,20,1
42,21,1
42,22,-3
42,23,1
42,24,2
42,25,2
42,26,1
42,27,1
42,28,-3
42,29,0
42,30,0
42,31,2
42,32,-2
42,33,-2
42,34,2
42,35,0
42,36,-1
42,37,0
42,38,0
42,39,-1
42,40,-1
42,41,0
42,42,2
42,43,0
42,44,-1
42,45,-1
42,46,-3
42,47,1
43,1,-1
43,2,-3
43,3,-1
43,4,-2
43,5,-1
43,6,-1
43,7,-2
43,8,-1
43,9,-3
43,10,-2
43,11,-2
43,12,-1
43,13,1
43,14,-1
43,15,2
43,16,-2
43,17,-3
43,18,-2
43,19,-2
43,20,-2
43,21,-1
43,22,2
43,23,-2
43,24,-3
43,25,-3
43,26,-2
43,27,-2
43,28,2
43,29,-1
43,30,-2
43,31,-2
43,32,1
43,33,0
43,34,-1
43,35,-1
43,36,-1
43,37,-1
43,38,1
43,39,0
43,40,0
43,41,-1
43,42,-4
43,43,-1
43,44,1
43,45,1
43,46,3
43,47,-2
44,1,-1
44,2,-3
44,3,-1
44,4,-2
44,5,-2
44,6,-1
44,7,-3
44,8,-2
44,9,-3
44,10,-2
44,11,-2
44,12,-1
44,13,0
44,14,-2
44,15,2
44,16,-3
44,17,-3
44,18,-3
44,19,-2
44,20,-2
44,21,-1
44,22,2
44,23,-1
44,24,-3
44,25,-3
44,26,-2
44,27,-2
44,28,2
44,29,-2
44,30,-2
44,31,-2
44,32,2
44,33,1
44,34,-2
44,35,-1
44,36,-1
44,37,-1
44,38,0
44,39,0
44,40,0
44,41,-1
44,42,-4
44,43,-1
44,44,0
44,45,0
44,46,3
44,47,-2
45,1,-1
45,2,-3
45,3,-1
45,4,-2
45,5,-2
45,6,-1
45,7,-3
45,8,-2
45,9,-3
45,10,-2
45,11,-2
45,12,-2
45,13,1
45,14,-1
45,15,2
45,16,-2
45,17,-3
45,18,-2
45,19,-3
45,20,-2
45,21,-1
45,22,2
45,23,-1
45,24,-3
45,25,-3
45,26,-2
45,27,-1
45,28,2
45,29,-2
45,30,-2
45,31,-2
45,32,1
45,33,1
45,34,-2
45,35,-1
45,36,-1
45,37,-1
45,38,-1
45,39,1
45,40,0
45,41,-1
45,42,-4
45,43,-1
45,44,0
45,45,1
45,46,3
45,47,-1
46,1,-1
46,2,-3
46,3,-1
46,4,-2
46,5,-2
46,6,-1
46,7,-3
46,8,-2
46,9,-3
46,10,-2
46,11,-2
46,12,-2
46,13,0
46,14,-2
46,15,2
46,16,-3
46,17,-3
46,18,-2
46,19,-2
46,20,-2
46,21,-1
46,22,2
46,23,-1
