field	occupation	n	count	expected	diff
ELEMENTARY EDUCATION	MGR-GENERAL AND OPERATIONS MANAGERS	61	1901	12878.2256923434	0.147613502466432
ELEMENTARY EDUCATION	MGR-HUMAN RESOURCES MANAGERS	59	1953	5323.27573219264	0.366879361177777
ELEMENTARY EDUCATION	MGR-MARKETING AND SALES MANAGERS	66	2140	15578.9163412809	0.137365138442232
ELEMENTARY EDUCATION	MGR-MEDICAL AND HEALTH SERVICES MANAGERS	66	1823	9374.71069193769	0.19445933425634
ELEMENTARY EDUCATION	MGR-MISCELLANEOUS MANAGERS, INCLUDING FUNERAL SERVICE	256	7924	44962.5365724925	0.176235608665544
ELEMENTARY EDUCATION	MGR-PROPERTY, REAL ESTATE, AND COMMUNITY ASSOCIATION	38	1068	4436.82384411317	0.240712734497457
ELEMENTARY EDUCATION	MGR-SOCIAL AND COMMUNITY SERVICE MANAGERS	77	2006	5554.43245743647	0.361153009847891
ELEMENTARY EDUCATION	OFF-CUSTOMER SERVICE REPRESENTATIVES	177	6184	12804.8760438195	0.482941027998849
ELEMENTARY EDUCATION	OFF-FIRST-LINE SUPERVISORS OF OFFICE AND ADMINISTRATIVE	135	4316	11213.6227679868	0.384888995224768
ELEMENTARY EDUCATION	OFF-MISCELLANEOUS OFFICE AND ADMINISTRATIVE SUPPORT	64	1771	4358.11181919584	0.406368646210364
ELEMENTARY EDUCATION	OFF-OFFICE CLERKS, GENERAL	105	3485	5033.48397459962	0.692363384404578
ELEMENTARY EDUCATION	OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS	448	12419	15416.4491041239	0.805568125067006
ELEMENTARY EDUCATION	PRT-POLICE OFFICERS	26	853	6912.32660343521	0.123402733831484
ELEMENTARY EDUCATION	SAL-FIRST-LINE SUPERVISORS OF NON-RETAIL SALES WORKERS	74	2192	11432.7460652525	0.191729964742428
ELEMENTARY EDUCATION	SAL-FIRST-LINE SUPERVISORS OF RETAIL SALES WORKERS	194	6644	18971.8004096657	0.350203979408039
ELEMENTARY EDUCATION	SAL-INSURANCE SALES AGENTS	60	1641	6056.32535273251	0.270956381043764
ELEMENTARY EDUCATION	SAL-REAL ESTATE BROKERS AND SALES AGENTS	70	2291	6585.98769720863	0.347859744859682
ELEMENTARY EDUCATION	SAL-RETAIL SALESPERSONS	167	5440	14380.8720820567	0.378280257898101
ELEMENTARY EDUCATION	SAL-SALES REPRESENTATIVES, SERVICES, ALL OTHER	44	1385	7580.29357239096	0.182710601742981
ELEMENTARY EDUCATION	SAL-SALES REPRESENTATIVES, WHOLESALE AND MANUFACTURING	75	2440	17039.8447194099	0.14319379314652
ELEMENTARY EDUCATION	SAL-SECURITIES, COMMODITIES, AND FINANCIAL SERVICES SALES	12	333	5325.06319099044	0.0625344691802734
