x,y,CI_left,CI_right
2001,1.1,2.4,3.7
2002,1.2,2.5,3.8
2003,1.2,2.7,3.8
2004,1.2,2.5,3.7
2005,1.2,2.3,3.7
2006,1.1,2.2,3.7
2007,1.1,2.2,3.6
2008,1.1,2.1,3.7
2009,1.2,2.4,3.8
2010,1.3,2.3,3.7
2011,1.3,2.2,3.6
2012,1.3,2.1,3.8
2013,1.3,2.2,3.9
2014,1.3,2.2,4
2015,1.3,2.4,4
2016,1.2,2.4,4.1
2017,1.2,2.4,4.2
2018,1.2,2.4,4.4
2019,1.2,2.4,4.4
2020,1.3,2.6,4.4
2021,1.3,2.2,4.2
