x,y,CI_left,CI_right
1996,0,-14.2857142857143,7.14285714285714
1997,6.41025641025641,-11.9047619047619,3.07692307692308
1998,-3.84615384615385,-11.4285714285714,1.53846153846154
1999,-2.56410256410256,-11.4285714285714,1.53846153846154
2000,-2.56410256410256,-15.4761904761905,3.07692307692308
2001,1.28205128205128,-8.33333333333333,6.15384615384615
2002,6.41025641025641,-5.95238095238095,9.23076923076923
2003,3.84615384615385,-20.2380952380952,10.7692307692308
2004,3.84615384615385,-14.2857142857143,15.3846153846154
2005,3.84615384615385,-13.0952380952381,16.9230769230769
2006,5.12820512820513,-15.3846153846154,1.42857142857143
2007,6.41025641025641,-17.8571428571429,2.85714285714286
2008,6.41025641025641,-17.8571428571429,2.85714285714286
2009,1.28205128205128,-16.6666666666667,4.28571428571429
2010,1.28205128205128,-20.2380952380952,4.28571428571429
2011,3.84615384615385,-20.2380952380952,4.28571428571429
2012,2.56410256410256,-20.2380952380952,1.42857142857143
2013,1.28205128205128,-21.4285714285714,-2.85714285714286
2014,3.84615384615385,-20.2380952380952,-2.85714285714286
2015,3.84615384615385,-20.2380952380952,-4.28571428571429
2016,3.84615384615385,-17.8571428571429,-7.14285714285714
2017,2.56410256410256,-20.2380952380952,-8.57142857142857
2018,0,-19.047619047619,-5.71428571428571
2019,1.28205128205128,-17.8571428571429,-7.69230769230769
2020,3.84615384615385,-17.8571428571429,-8.57142857142857
2021,3.84615384615385,-15.4761904761905,-4.28571428571429
