x,y,CI_left,CI_right
1996,-3.92156862745097,-11.7647058823529,-2.83870967741936
1997,-6.184012066365,-17.6470588235294,-6.3225806451613
1998,-10.2564102564103,-24.4343891402715,-11.3548387096774
1999,-7.54147812971342,-27.4509803921569,-11.8709677419355
2000,-8.89894419306184,-28.657616892911,-13.1612903225806
2001,-9.95475113122171,-29.5625942684766,-17.3701298701299
2002,-13.7254901960784,-28.0542986425339,-22.4025974025974
2003,-14.027149321267,-28.9592760180995,-24
2004,-12.5188536953243,-29.7134238310709,-23.0967741935484
2005,-13.4238310708899,-29.7134238310709,-24.3870967741935
2006,-11.9155354449472,-38.474025974026,-22.1935483870968
2007,-11.3122171945701,-40.5844155844156,-21.9354838709677
2008,-11.0105580693816,-34.5779220779221,-20
2009,-10.4072398190045,-39.2857142857143,-20.7741935483871
2010,-13.8763197586727,-39.2857142857143,-22.6244343891403
2011,-17.3453996983409,-45.4545454545455,-26.8476621417798
2012,-19.0045248868778,-47.5649350649351,-28.2051282051282
2013,-23.5294117647059,-51.6233766233766,-31.2217194570136
2014,-25.3393665158371,-52.7597402597403,-33.9366515837104
2015,-30.0150829562594,-52.9220779220779,-35.8974358974359
2016,-34.6907993966817,-51.6233766233766,-36.9532428355958
2017,-40.5731523378582,-55.2258064516129,-40.5731523378582
2018,-45.5505279034691,-58.0645161290323,-41.4781297134238
2019,-49.0196078431373,-62.8387096774194,-44.4947209653092
2020,-50.9803921568627,-67.0967741935484,-48.868778280543
2021,-53.5444947209653,-69.1558441558442,-51.8853695324284
