x,y,CI_left,CI_right
2000,40.3,19.8,43.4
2005,29.1,24.1,55.9
2009,24,27.1,43.9
2012,31.6,23.4,46.3
2016,30.8,21.4,43.1
2021,26.8,33.9,47.6
