x,y,CI_left,CI_right
1996,-10.7142857142857,0,6.89655172413793
1997,0,3.44827586206897,10
1998,53.5714285714286,0,20
1999,60.7142857142857,3.44827586206897,30
2000,75,10,40
2001,82.1428571428571,0,53.3333333333333
2002,75,3.33333333333333,53.3333333333333
2003,78.5714285714286,13.3333333333333,43.3333333333333
2004,82.1428571428571,30,48.2758620689655
2005,85.7142857142857,40,62.0689655172414
2006,96.4285714285714,50,62.0689655172414
2007,96.4285714285714,37.9310344827586,66.6666666666667
2008,103.571428571429,37.9310344827586,80
2009,100,51.7241379310345,86.6666666666667
2010,92.8571428571429,51.7241379310345,83.3333333333333
2011,96.4285714285714,55.1724137931034,86.6666666666667
2012,96.4285714285714,68.9655172413793,83.3333333333333
2013,89.2857142857143,62.0689655172414,93.3333333333333
2014,89.2857142857143,62.0689655172414,106.666666666667
2015,89.2857142857143,75.8620689655172,103.333333333333
2016,92.8571428571429,75.8620689655172,96.6666666666667
2017,85.7142857142857,82.7586206896552,93.3333333333333
2018,85.7142857142857,86.2068965517241,96.6666666666667
2019,103.571428571429,89.6551724137931,100
2020,107.142857142857,96.551724137931,103.333333333333
2021,89.2857142857143,103.333333333333,113.333333333333
