x,y,CI_left,CI_right
1987,8.87911103221198,0.125534154166085,35.8767736454358
1991,6.15063886721919,0.149798749602722,45.3899101429756
1995,2.46605990882749,0.173813202996122,39.7067866567734
1999,2.55632540336257,0.145598139444741,42.9919085226997
2003,1.86847964531215,0.1713644009295,46.3702346112337
2007,5.32183265608242,0.1329325216393,43.3118325050227
2011,23.0022412137034,0.20638869049085,32.2535280644287
2014,20.9962469469211,0.354455013006613,39.6947417542048
2019,23.1964183170963,0.287369894274727,28.893103868307
2023,30.519417943529,0.369237635864741,24.2560723868069
