x,y,CI_left,CI_right
2001,3.9,2.2,2.9
2002,4,2.4,2.8
2003,3.9,2.4,3
2004,3.9,2.5,2.7
2005,3.9,2.3,2.7
2006,3.8,2.1,2.6
2007,3.8,2.3,2.4
2008,3.6,2.3,2.4
2009,3.6,2.3,2.5
2010,3.8,2.3,2.5
2011,3.8,2.3,2.6
2012,3.7,2.3,2.7
2013,3.4,2,2.8
2014,3.4,2.3,3.1
2015,3.3,2.3,3.2
2016,3.3,2.2,3.3
2017,3.3,2.2,3.1
2018,3.2,2.2,3.1
2019,3.2,2.3,3.2
2020,3,2.2,3
2021,3,2.2,2.9
