x,y,CI_left,CI_right
2001,6.4,5.2,9.6
2002,6.2,4.8,9.5
2003,6,4.8,9.9
2004,6.1,4.8,9.6
2005,6.1,4.7,9.7
2006,6,4.8,10.1
2007,6.1,4.8,9.7
2008,6.1,4.8,9.8
2009,6,4.8,9.7
2010,6,4.8,9.4
2011,6,4.8,9.1
2012,5.9,4.8,8.5
2013,5.9,4.8,8.8
2014,5.7,4.9,8.6
2015,5.7,4.9,8.3
2016,5.7,4.9,8.5
2017,5.6,4.9,8.6
2018,5.6,5,8.5
2019,5.7,5,8.6
2020,5.4,4.8,8.2
2021,5.4,4.8,8.3
