x,y,CI_left,CI_right
1996,0,-4,3.44827586206897
1997,-5.55555555555556,-12.9032258064516,8.33333333333333
1998,70.5882352941177,3.84615384615385,14.8148148148148
1999,13.7931034482759,-3.2258064516129,3.7037037037037
2000,6.06060606060606,7.14285714285714,10
2001,-5.71428571428571,-8.57142857142857,9.09090909090909
2002,12.1212121212121,-11.1111111111111,6.66666666666667
2003,0,0,12.5
2004,2.7027027027027,0,3.125
2005,10.5263157894737,-2.7027027027027,0
2006,0,2.77777777777778,3.125
2007,4.76190476190476,-13.5135135135135,3.03030303030303
2008,0,-3.125,2.94117647058824
2009,4.54545454545455,0,8.57142857142857
2010,4.34782608695652,-2.85714285714286,6.45161290322581
2011,6.25,2.94117647058824,9.09090909090909
2012,0,2.5,5.71428571428571
2013,1.96078431372549,0,2.7027027027027
2014,0,0,2.63157894736842
2015,5.76923076923077,5.26315789473684,9.52380952380952
2016,3.63636363636364,0,7.14285714285714
2017,1.75438596491228,2.17391304347826,5
2018,-1.72413793103448,2.12765957446809,8.51063829787234
2019,5.26315789473684,-2.08333333333333,4.65116279069767
2020,8.33333333333333,0,8.51063829787234
2021,-9.23076923076923,4.16666666666667,7.69230769230769
