x,y,CI_left,CI_right
1996,-19.047619047619,-9.09090909090909,10
1997,-23.5294117647059,-13.3333333333333,0
1998,-23.0769230769231,-10,0
1999,30,-22.2222222222222,33.3333333333333
2000,-7.69230769230769,-22.7272727272727,-12.5
2001,-16.6666666666667,-28.5714285714286,11.7647058823529
2002,0,-15.7894736842105,33.3333333333333
2003,-10,-12.5,18.75
2004,11.1111111111111,-14.2857142857143,0
2005,0,-31.5789473684211,0
2006,10,0,200
2007,0,0,30.7692307692308
2008,-18.1818181818182,-11.1111111111111,11.7647058823529
2009,-11.1111111111111,-6.25,0
2010,0,-6.66666666666667,0
2011,-12.5,-7.14285714285714,0
2012,-14.2857142857143,-7.69230769230769,0
2013,0,-8.33333333333333,0
2014,0,-12.5,8.33333333333333
2015,0,0,7.69230769230769
2016,0,-13.3333333333333,9.09090909090909
2017,0,-15.3846153846154,0
2018,-16.6666666666667,0,9.09090909090909
2019,0,-7.14285714285714,16.6666666666667
2020,0,-7.69230769230769,14.2857142857143
2021,60,-8.33333333333333,33.3333333333333
