x,y,CI_left,CI_right
1996,-4.34782608695652,-1.78571428571429,9.52380952380952
1997,13.6363636363636,-3.63636363636364,12.5
1998,-20,-14.8148148148148,-1.88679245283019
1999,0,0,9.09090909090909
2000,2.5,-6.25,1.92307692307692
2001,9.75609756097561,-3.77358490566038,15.5555555555556
2002,-4.44444444444444,-3.92156862745098,0
2003,2.32558139534884,-4.44444444444444,12.2448979591837
2004,0,-4.65116279069767,3.92156862745098
2005,-2.27272727272727,-7.31707317073171,1.81818181818182
2006,4.65116279069767,-32.1428571428571,2.63157894736842
2007,-2.22222222222222,-2.56410256410256,2.27272727272727
2008,2.27272727272727,-5.26315789473684,7.89473684210526
2009,-2.22222222222222,-2.77777777777778,4.44444444444444
2010,-2.27272727272727,4.25531914893617,8.57142857142857
2011,-6.97674418604651,0,5.26315789473684
2012,2.5,0,0
2013,-2.4390243902439,0,2.32558139534884
2014,0,0,4.54545454545455
2015,-5,-7.5,-2.17391304347826
2016,-7.89473684210526,-8.69565217391304,5.40540540540541
2017,-2.85714285714286,-8.69565217391304,-2.56410256410256
2018,5.88235294117647,-7.5,0
2019,-2.77777777777778,-4.76190476190476,5.26315789473684
2020,-11.4285714285714,-10,-2.5
2021,9.67741935483871,-5.55555555555556,-2.56410256410256
