x,y,CI_left,CI_right
1996,-3.76344086021505,-8.19411296738265,1.19136262099776
1997,-5.22273425499231,-13.3651551312649,-2.01042442293374
1998,-10.2150537634408,-16.4677804295943,-4.542069992554
1999,-10.1382488479263,-17.5815433571997,-3.72300819061802
2000,-11.2135176651306,-15.115354017502,-3.72300819061802
2001,-12.3655913978495,-17.024661893397,-7.96723752792257
2002,-13.5944700460829,-13.126491646778,-9.90320178704394
2003,-11.2903225806452,-11.4558472553699,-7.96723752792257
2004,-10.8294930875576,-11.6149562450278,-7.74385703648548
2005,-10.6758832565284,-12.8878281622912,-7.37155621742368
2006,-10.2918586789554,-14.234363767074,-5.28667163067759
2007,-11.7511520737327,-15.6002875629044,-8.93521965748326
2008,-11.9815668202765,-16.3910855499641,-5.43559195830232
2009,-11.136712749616,-18.3321351545651,-4.61653015636636
2010,-10.2918586789554,-17.6851186196981,-5.96658711217184
2011,-13.1336405529954,-23.5801581595974,-10.126582278481
2012,-14.8233486943164,-24.4428468727534,-10.5011933174224
2013,-18.7403993855607,-28.6125089863408,-11.296738265712
2014,-20.4301075268817,-26.5995686556434,-9.94431185361973
2015,-24.7311827956989,-26.1682242990654,-10.6603023070804
2016,-29.1090629800307,-22.7893601725377,-10.8194112967383
2017,-33.7173579109063,-25.0898634076204,-15.9108989657916
2018,-38.0184331797235,-27.4013402829486,-17.4224343675418
2019,-41.8586789554531,-30.2308265078183,-20.684168655529
2020,-40.8602150537634,-32.8369322412509,-22.2752585521082
2021,-38.2488479262673,-30.0074460163812,-24.502784407319
