x,y,CI_left,CI_right
2001,2.4,5.4,7
2002,2.4,5.4,7.1
2003,2.5,5.5,7.1
2004,2.4,5.5,7.1
2005,2.4,5.4,7.2
2006,2.3,5.3,7.2
2007,2.3,5.2,7.3
2008,2.3,5.1,7.4
2009,2.3,5.2,7.3
2010,2.4,5.2,7.3
2011,2.3,5,7.3
2012,2.3,4.9,7.4
2013,2.2,4.9,7.5
2014,2.2,4.8,7.8
2015,2.2,4.9,8
2016,2.2,4.7,8.3
2017,2.2,4.8,8.6
2018,2.2,4.8,8.8
2019,2.3,4.8,8.9
2020,2.3,4.5,8.4
2021,2.3,4.5,8.4
