x,y,CI_left,CI_right
2000,9.5,19.2,26
2005,12.5,20.8,24.5
2009,9.2,22.5,29.9
2012,12.1,24.5,30.3
2016,11.2,24.3,30.4
2021,21.8,20.6,34.5
