x,y,CI_left,CI_right
1990,9.11528150134048,3.71236078647051,11.5176640230714
1991,16.1290322580645,6.60002939879465,11.5068493150685
1992,26.537216828479,11.4285714285714,12.3351435221102
1993,33.5664335664336,11.7263843648208,18.4345838887831
1994,34.2105263157895,10.177539223782,16.717080056463
1995,41.1805555555556,9.921875,19.6140839466879
1996,41.5652173913044,10.5840143512059,21.5312030881407
1997,35.4320160750167,8.08734330772341,21.8514285714286
1998,34.6388443017656,7.17859473569719,17.4976481655691
1999,28.60337972167,9.96856757970364,16.2812210915819
2000,28.3534334235786,6.73469387755102,11.0846245530393
2001,26.6018449264523,8.23232323232323,12.1682075753057
2002,28.2213239009601,7.07583058584834,13.0603705917513
2003,27.8249678249678,9.84848484848485,14.3231114435303
2004,27.5219590098483,7.77749163018285,18.5439298646846
2005,20.0873362445415,8.60746970071729,22.8448275862069
2006,18.7385740402194,7.69230769230769,21.4982042072858
2007,16.5151070695219,7.38372093023256,19.2608270921524
2008,16.4612676056338,7.49528174710164,20.2134337727558
2009,21.5193798449612,9.18338513704436,25.027861805445
2010,21.3766971897695,9.27748102333427,24.7822028624767
2011,20.061919504644,8.62986831045111,22.7953410981697
2012,18.9540507859734,8.46504152156443,23.634131368938
2013,19.9214026602177,9.13692061800746,23.5470341521869
2014,20.546282245827,7.86391522587842,22.8690849380505
2015,22.4439668406509,9.89159891598916,20.4112718964204
2016,20.1547987616099,11.1296605453534,18.9445828144458
2017,20.1228878648234,10.3653355989805,17.9193472461949
2018,17.0266040688576,9.68468468468468,17.4273858921162
2019,17.2069825436409,9.96401882092444,20.1381258829069
2020,21.3541666666667,11.2992781787896,23.9541832669323
2021,17.1208720743828,10.826076723935,24.7467438494935
