x,y,CI_left,CI_right
1996,-18.5185185185185,-5.55555555555556,11.1111111111111
1997,-22.2222222222222,-11.1111111111111,25
1998,-25.9259259259259,-16.6666666666667,18.75
1999,-29.6296296296296,-27.7777777777778,18.75
2000,-37.037037037037,-38.8888888888889,16.6666666666667
2001,-40.7407407407407,-38.8888888888889,27.7777777777778
2002,-37.037037037037,-44.4444444444444,11.1111111111111
2003,-44.4444444444444,-38.8888888888889,11.1111111111111
2004,-55.5555555555556,-44.4444444444444,11.1111111111111
2005,-62.962962962963,-55.5555555555556,0
2006,-66.6666666666667,-12.5,44.4444444444444
2007,-66.6666666666667,-12.5,33.3333333333333
2008,-62.962962962963,-6.25,16.6666666666667
2009,-62.962962962963,-12.5,11.1111111111111
2010,-70.3703703703704,-18.75,5.55555555555556
2011,-70.3703703703704,-18.75,0
2012,-70.3703703703704,-25,-16.6666666666667
2013,-70.3703703703704,-31.25,-16.6666666666667
2014,-74.0740740740741,-27.7777777777778,-16.6666666666667
2015,-77.7777777777778,-33.3333333333333,-16.6666666666667
2016,-74.0740740740741,-37.5,-22.2222222222222
2017,-77.7777777777778,-33.3333333333333,-27.7777777777778
2018,-81.4814814814815,-33.3333333333333,-25
2019,-81.4814814814815,-33.3333333333333,-25
2020,-85.1851851851852,-33.3333333333333,-22.2222222222222
2021,-77.7777777777778,-37.5,-22.2222222222222
