x,y,CI_left,CI_right
2000,8.1,2.1,19.1
2005,7.9,1.7,14.5
2009,7.3,2.6,7.7
2012,4.8,3.1,7.2
2016,7,3.1,6.6
2021,11.3,6.7,14.4
