x,y,CI_left,CI_right
1855,4.9,67.3,92.8
1860,5.9,69.7,93.6
1865,7.2,72,94.3
1870,8.7,74.2,100
1875,10.5,76.3,100
1880,11.8,78.3,100
1885,19.9,80.2,100
1890,25.4,91.5,100
1895,36.7,97.8,100
1900,46.6,96,100
1905,54.8,98.1,100
1910,64.9,98.2,100
1915,79.4,99.5,100
1920,94.8,99.3,100
1925,100,99.7,100
1930,100,100,100
