x,y,CI_left,CI_right
1996,7.69230769230769,-7.69230769230769,33.3333333333333
1997,-21.4285714285714,-20,0
1998,0,-5.88235294117647,0
1999,9.09090909090909,-12.5,-6.25
2000,-8.33333333333333,-14.2857142857143,9.09090909090909
2001,-9.09090909090909,-28.5714285714286,0
2002,10,-16.6666666666667,30
2003,0,0,60
2004,-27.2727272727273,-12.5,-12.5
2005,0,-21.4285714285714,14.2857142857143
2006,0,-9.09090909090909,128.571428571429
2007,0,-9.09090909090909,70
2008,-12.5,-13.3333333333333,11.7647058823529
2009,-14.2857142857143,-10.5263157894737,10
2010,0,-11.7647058823529,7.69230769230769
2011,-16.6666666666667,0,9.09090909090909
2012,20,-13.3333333333333,0
2013,0,-6.66666666666667,7.69230769230769
2014,0,-7.14285714285714,14.2857142857143
2015,16.6666666666667,-6.25,7.69230769230769
2016,0,-16.6666666666667,14.2857142857143
2017,0,-7.14285714285714,10
2018,0,-12.5,7.69230769230769
2019,0,0,10
2020,-14.2857142857143,-7.14285714285714,0
2021,16.6666666666667,-9.09090909090909,14.2857142857143
